goal	rule	score
ancestor(aeron_greyjoy, sansa_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(Y0, X0)	parent(_EX3, rickard_stark)	0
parent(nymeria_sand, luthor_tyrell)	parent(nymeria_sand, luthor_tyrell)	0
parent(tywin_lannister, Z12)	parent(tywin_lannister, aegon_v_targaryen)	0
parent(Z1, Z2)	parent(Z1, aegon_v_targaryen)	0
parent(balon_greyjoy, Z12)	parent(balon_greyjoy, selyse_baratheon)	0
parent(bran_stark, Z3)	parent(bran_stark, unknown_mother_martell)	0
parent(nymeria_sand, Z4)	parent(nymeria_sand, unknown_mother_lannister)	0
ancestor(_EX4, _EX0)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(brandon_stark, Z3)	parent(brandon_stark, catelyn_stark)	0
parent(myrcella_lannister, Z3)	parent(myrcella_lannister, kevan_lannister)	0
parent(joffery_lannister, Z6)	parent(joffery_lannister, alerie_hightower)	0
ancestor(jaime_lannister, daeron_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(jon_snow, Z9)	parent(jon_snow, rhaegar_targaryen)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, alerie_hightower)	0
parent(nymeria_sand, steffon_baratheon)	parent(nymeria_sand, steffon_baratheon)	0
parent(renly_baratheon, Z4)	parent(renly_baratheon, rhaella_targaryen)	0
parent(martyn_lannister, Z10)	parent(martyn_lannister, elia_martell)	0
parent(martyn_lannister, Z2)	parent(martyn_lannister, alannys_harlaw)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, rhaegar_targaryen)	0
female(X0)	female(luthor_tyrell)	0
parent(tyrion_lannister, Z12)	parent(tyrion_lannister, mellario_of_norvos)	0
parent(aegon_targaryen, luthor_tyrell)	parent(aegon_targaryen, luthor_tyrell)	0
parent(eddard_stark, Z8)	parent(eddard_stark, rhaegar_targaryen)	0
parent(euron_greyjoy, Z11)	parent(euron_greyjoy, rickard_stark)	0
parent(trystane_martell, unknown_mother_martell)	parent(trystane_martell, unknown_mother_martell)	0
parent(aerys_targaryen, Z12)	parent(aerys_targaryen, aerys_targaryen)	0
parent(renly_baratheon, Z4)	parent(renly_baratheon, aegon_v_targaryen)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, aegon_v_targaryen)	0
parent(brandon_stark, Z11)	parent(brandon_stark, joanna_lannister)	0
parent(margaery_tyrell, Z10)	parent(margaery_tyrell, olenna_tyrell)	0
parent(arya_stark, joanna_lannister)	parent(arya_stark, joanna_lannister)	0
parent(tyene_sand, Z10)	parent(tyene_sand, eddard_stark)	0
parent(kevan_lannister, Z3)	parent(kevan_lannister, aegon_v_targaryen)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, stannis_baratheon)	0
ancestor(nymeria_sand, rhaenys_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(daeron_targaryen, Z4)	parent(daeron_targaryen, luthor_tyrell)	0
parent(lancel_lannister, Z10)	parent(lancel_lannister, unknown_mother_martell)	0
ancestor(aegon_targaryen, rhaenys_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(brandon_stark, Z4)	parent(brandon_stark, doran_martell)	0
ancestor(willem_lannister, tommen_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(jaime_lannister, Z12)	parent(jaime_lannister, unknown_mother_lannister)	0
ancestor(eddard_stark, _EX1)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(nymeria_sand, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aegon_targaryen, Z3)	parent(aegon_targaryen, selyse_baratheon)	0
parent(obara_sand, Z2)	parent(obara_sand, tytos_lannister)	0
parent(lyanna_stark, Z10)	parent(lyanna_stark, alerie_hightower)	0
ancestor(nymeria_sand, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(shireen_baratheon, robert_baratheon)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(bran_stark, Z5)	parent(bran_stark, unknown_mother_sand_3)	0
parent(cersei_lannister, Z2)	parent(cersei_lannister, luthor_tyrell)	0
parent(gendry, Z4)	parent(gendry, mace_tyrell)	0
parent(viserys_targaryen, Z12)	parent(viserys_targaryen, jaime_lannister)	0
parent(theon_greyjoy, Z11)	parent(theon_greyjoy, elia_martell)	0
ancestor(aeron_greyjoy, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(obara_sand, Z11)	parent(obara_sand, unknown_mother_targaryen)	0
parent(euron_greyjoy, Z2)	parent(euron_greyjoy, cassana_estermont)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, catelyn_stark)	0
parent(Y, unknown_mother_stark)	parent(Y, unknown_mother_stark)	0
ancestor(myrcella_lannister, sansa_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, alannys_harlaw)	0
parent(oberyn_martell, Z3)	parent(oberyn_martell, unknown_mother_lannister)	0
ancestor(joffery_lannister, obara_sand)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, stannis_baratheon)	0
ancestor(aegon_targaryen, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rhaella_targaryen, Z11)	parent(rhaella_targaryen, lyanna_stark)	0
ancestor(tommen_lannister, arya_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(nymeria_sand, Z10)	parent(nymeria_sand, aerys_targaryen)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, aerys_targaryen)	0
parent(ella_martell, Z10)	parent(ella_martell, jaime_lannister)	0
parent(rodrick_greyjoy, Z3)	parent(rodrick_greyjoy, jaime_lannister)	0
parent(Z1, Z2)	parent(Z1, steffon_baratheon)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, unknown_mother_targaryen)	0
parent(euron_greyjoy, Z12)	parent(euron_greyjoy, balon_greyjoy)	0
parent(aeron_greyjoy, Z4)	parent(aeron_greyjoy, oberyn_martell)	0
parent(yara_greyjoy, Z12)	parent(yara_greyjoy, unknown_mother_martell)	0
ancestor(ella_martell, _EX1)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(trystane_martell, tyrion_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(maron_greyjoy, Z11)	parent(maron_greyjoy, unknown_mother_lannister)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, oberyn_martell)	0
parent(euron_greyjoy, Z8)	parent(euron_greyjoy, jaime_lannister)	0
parent(Z3, Z4)	parent(Z3, aegon_v_targaryen)	0
parent(willem_lannister, Z11)	parent(willem_lannister, joanna_lannister)	0
parent(stannis_baratheon, Z4)	parent(stannis_baratheon, elia_martell)	0
parent(brandon_stark, Z3)	parent(brandon_stark, alerie_hightower)	0
parent(jon_snow, Z9)	parent(jon_snow, unknown_mother_lannister)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, unknown_mother_sand_1)	0
parent(jon_snow, Z3)	parent(jon_snow, unknown_mother_greyjoy)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, elia_martell)	0
parent(kevan_lannister, Z8)	parent(kevan_lannister, unknown_mother_martell)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, alannys_harlaw)	0
parent(brandon_stark, Z12)	parent(brandon_stark, robert_baratheon)	0
parent(nymeria_sand, Z4)	parent(nymeria_sand, rickard_stark)	0
parent(sansa_stark, Z3)	parent(sansa_stark, catelyn_stark)	0
parent(maron_greyjoy, Z10)	parent(maron_greyjoy, kevan_lannister)	0
parent(rhaenys_targaryen, Z12)	parent(rhaenys_targaryen, unknown_mother_sand_3)	0
parent(stannis_baratheon, Z3)	parent(stannis_baratheon, eddard_stark)	0
parent(viserys_targaryen, Z10)	parent(viserys_targaryen, joanna_lannister)	0
parent(tyene_sand, Z11)	parent(tyene_sand, balon_greyjoy)	0
parent(robb_stark, Z12)	parent(robb_stark, unknown_mother_martell)	0
parent(joffery_lannister, Z11)	parent(joffery_lannister, oberyn_martell)	0
parent(myrcella_lannister, Z11)	parent(myrcella_lannister, mace_tyrell)	0
parent(daenerys_targaryen, Z4)	parent(daenerys_targaryen, elia_martell)	0
parent(lyanna_stark, Z12)	parent(lyanna_stark, unknown_mother_sand_2)	0
parent(tommen_lannister, Z12)	parent(tommen_lannister, olenna_tyrell)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, unknown_mother_stark)	0
parent(rickon_stark, Z2)	parent(rickon_stark, tytos_lannister)	0
parent(shireen_baratheon, Z3)	parent(shireen_baratheon, eddard_stark)	0
parent(lyanna_stark, Z9)	parent(lyanna_stark, lyanna_stark)	0
parent(daenerys_targaryen, Z4)	parent(daenerys_targaryen, olenna_tyrell)	0
parent(shireen_baratheon, Z4)	parent(shireen_baratheon, aerys_targaryen)	0
ancestor(rhaegar_targaryen, robert_baratheon)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(sansa_stark, Z4)	parent(sansa_stark, unknown_mother_martell)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, joanna_lannister)	0
parent(duncan_targaryen, Z12)	parent(duncan_targaryen, robert_baratheon)	0
parent(willem_lannister, Z12)	parent(willem_lannister, stannis_baratheon)	0
ancestor(tommen_lannister, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aerys_targaryen, Z12)	parent(aerys_targaryen, doran_martell)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, unknown_mother_greyjoy)	0
parent(oberyn_martell, unknown_mother_greyjoy)	parent(oberyn_martell, unknown_mother_greyjoy)	0
parent(obara_sand, Z4)	parent(obara_sand, unknown_mother_lannister)	0
parent(euron_greyjoy, Z4)	parent(euron_greyjoy, joanna_lannister)	0
parent(yara_greyjoy, Z4)	parent(yara_greyjoy, doran_martell)	0
ancestor(jon_snow, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aerys_targaryen, Z12)	parent(aerys_targaryen, mellario_of_norvos)	0
parent(rickon_stark, Z3)	parent(rickon_stark, aerys_targaryen)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, alannys_harlaw)	0
parent(maron_greyjoy, Z4)	parent(maron_greyjoy, unknown_mother_sand_1)	0
ancestor(rhaegar_targaryen, tyrion_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(obara_sand, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(obara_sand, Z12)	parent(obara_sand, unknown_mother_sand_1)	0
parent(margaery_tyrell, Z11)	parent(margaery_tyrell, eddard_stark)	0
parent(aerys_targaryen, Z11)	parent(aerys_targaryen, steffon_baratheon)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, unknown_mother_stark)	0
parent(Z7, Z8)	parent(Z7, alerie_hightower)	0
parent(brandon_stark, Z12)	parent(brandon_stark, unknown_mother_sand_1)	0
ancestor(brandon_stark, sansa_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(sarella_sand, Z3)	parent(sarella_sand, unknown_mother_stark)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, unknown_mother_martell)	0
parent(daenerys_targaryen, Z11)	parent(daenerys_targaryen, unknown_mother_sand_3)	0
ancestor(trystane_martell, robert_baratheon)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(trystane_martell, Z12)	parent(trystane_martell, alerie_hightower)	0
parent(stannis_baratheon, Z3)	parent(stannis_baratheon, rhaella_targaryen)	0
parent(Z1, unknown_mother_martell)	parent(Z1, unknown_mother_martell)	0
parent(bran_stark, Z5)	parent(bran_stark, oberyn_martell)	0
parent(robb_stark, Z3)	parent(robb_stark, mellario_of_norvos)	0
parent(rodrick_greyjoy, Z3)	parent(rodrick_greyjoy, luthor_tyrell)	0
parent(bran_stark, Z4)	parent(bran_stark, catelyn_stark)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, catelyn_stark)	0
parent(eddard_stark, Z6)	parent(eddard_stark, unknown_mother_lannister)	0
ancestor(stannis_baratheon, tommen_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(martyn_lannister, Z3)	parent(martyn_lannister, tywin_lannister)	0
parent(tommen_lannister, Z4)	parent(tommen_lannister, unknown_mother_lannister)	0
parent(tyrion_lannister, Z3)	parent(tyrion_lannister, selyse_baratheon)	0
ancestor(renly_baratheon, tyrion_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(eddard_stark, Z2)	parent(eddard_stark, selyse_baratheon)	0
parent(rickon_stark, Z12)	parent(rickon_stark, catelyn_stark)	0
parent(kevan_lannister, Z9)	parent(kevan_lannister, unknown_mother_targaryen)	0
parent(trystane_martell, Z10)	parent(trystane_martell, unknown_mother_stark)	0
ancestor(obara_sand, tommen_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(oberyn_martell, tommen_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(benjen_stark, unknown_father_greyjoy)	parent(benjen_stark, unknown_father_greyjoy)	0
parent(X, Z1)	parent(X, unknown_mother_greyjoy)	0
parent(gendry, Z11)	parent(gendry, unknown_father_greyjoy)	0
parent(Z11, Z12)	parent(Z11, lewyn_martell)	0
parent(trystane_martell, Z10)	parent(trystane_martell, unknown_mother_targaryen)	0
parent(benjen_stark, Z3)	parent(benjen_stark, robert_baratheon)	0
parent(aegon_targaryen, Z12)	parent(aegon_targaryen, lewyn_martell)	0
parent(rickon_stark, Z9)	parent(rickon_stark, rhaegar_targaryen)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, aerys_targaryen)	0
parent(lancel_lannister, Z11)	parent(lancel_lannister, kevan_lannister)	0
parent(robert_baratheon, unknown_mother_targaryen)	parent(robert_baratheon, unknown_mother_targaryen)	0
parent(_EX2, Z0)	parent(_EX2, cassana_estermont)	0
ancestor(doran_martell, arya_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rickon_stark, unknown_father_greyjoy)	parent(rickon_stark, unknown_father_greyjoy)	0
parent(rhaenys_targaryen, Z12)	parent(rhaenys_targaryen, mellario_of_norvos)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, eddard_stark)	0
parent(eddard_stark, Z6)	parent(eddard_stark, catelyn_stark)	0
parent(four_unknown_martells, Z3)	parent(four_unknown_martells, cassana_estermont)	0
ancestor(stannis_baratheon, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(arya_stark, Z4)	parent(arya_stark, alerie_hightower)	0
parent(mace_tyrell, Z12)	parent(mace_tyrell, cersei_lannister)	0
parent(Y0, X0)	parent(_EX3, lewyn_martell)	0
parent(Z8, Z9)	parent(Z8, joanna_lannister)	0
parent(Z1, aegon_v_targaryen)	parent(Z1, aegon_v_targaryen)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, rhaegar_targaryen)	0
parent(ella_martell, Z3)	parent(ella_martell, cassana_estermont)	0
parent(four_unknown_martells, Z12)	parent(four_unknown_martells, rickard_stark)	0
parent(martyn_lannister, Z4)	parent(martyn_lannister, unknown_mother_greyjoy)	0
parent(joffery_lannister, Z4)	parent(joffery_lannister, unknown_mother_sand_3)	0
ancestor(rhaegar_targaryen, maron_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(mace_tyrell, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(rhaenys_targaryen, Z10)	parent(rhaenys_targaryen, cassana_estermont)	0
parent(X0, Y0)	parent(maron_greyjoy, benjen_stark)	0
parent(ellaria_sand, Z0)	parent(ellaria_sand, luthor_tyrell)	0
parent(obara_sand, Z11)	parent(obara_sand, tytos_lannister)	0
parent(rickon_stark, Z2)	parent(rickon_stark, joanna_lannister)	0
parent(trystane_martell, Z12)	parent(trystane_martell, selyse_baratheon)	0
parent(sansa_stark, Z3)	parent(sansa_stark, cassana_estermont)	0
parent(duncan_targaryen, Z10)	parent(duncan_targaryen, unknown_mother_targaryen)	0
parent(rhaegar_targaryen, Z3)	parent(rhaegar_targaryen, rhaella_targaryen)	0
parent(loras_tyrell, Z2)	parent(loras_tyrell, unknown_mother_martell)	0
parent(eddard_stark, Z11)	parent(eddard_stark, selyse_baratheon)	0
parent(daeron_targaryen, Z9)	parent(daeron_targaryen, aerys_targaryen)	0
parent(nymeria_sand, Z3)	parent(nymeria_sand, mellario_of_norvos)	0
parent(benjen_stark, Z11)	parent(benjen_stark, catelyn_stark)	0
female(X0)	female(trystane_martell)	0
parent(stannis_baratheon, Z3)	parent(stannis_baratheon, olenna_tyrell)	0
parent(jon_snow, Z4)	parent(jon_snow, aegon_v_targaryen)	0
parent(arya_stark, Z3)	parent(arya_stark, doran_martell)	0
parent(tyene_sand, Z12)	parent(tyene_sand, eddard_stark)	0
parent(robb_stark, Z11)	parent(robb_stark, mellario_of_norvos)	0
parent(renly_baratheon, unknown_father_greyjoy)	parent(renly_baratheon, unknown_father_greyjoy)	0
ancestor(X, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(loras_tyrell, Z11)	parent(loras_tyrell, olenna_tyrell)	0
ancestor(rhaegar_targaryen, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(X0, Y0)	parent(cassana_estermont, aeron_greyjoy)	0
parent(aeron_greyjoy, Z11)	parent(aeron_greyjoy, mellario_of_norvos)	0
ancestor(tyrion_lannister, lyanna_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(viserys_targaryen, Z12)	parent(viserys_targaryen, olenna_tyrell)	0
parent(robert_baratheon, Z3)	parent(robert_baratheon, rickard_stark)	0
parent(shireen_baratheon, Z3)	parent(shireen_baratheon, aerys_targaryen)	0
parent(euron_greyjoy, rhaella_targaryen)	parent(euron_greyjoy, rhaella_targaryen)	0
parent(sarella_sand, Z12)	parent(sarella_sand, alerie_hightower)	0
parent(lyanna_stark, cassana_estermont)	parent(lyanna_stark, cassana_estermont)	0
parent(trystane_martell, Z12)	parent(trystane_martell, unknown_father_greyjoy)	0
parent(benjen_stark, Z12)	parent(benjen_stark, rhaella_targaryen)	0
parent(arya_stark, tywin_lannister)	parent(arya_stark, tywin_lannister)	0
ancestor(aeron_greyjoy, robert_baratheon)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rhaenys_targaryen, Z2)	parent(rhaenys_targaryen, tytos_lannister)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, unknown_mother_lannister)	0
parent(viserys_targaryen, Z3)	parent(viserys_targaryen, lyanna_stark)	0
parent(sarella_sand, Z3)	parent(sarella_sand, selyse_baratheon)	0
parent(Y0, X0)	parent(_EX3, varys)	0
parent(margaery_tyrell, unknown_mother_targaryen)	parent(margaery_tyrell, unknown_mother_targaryen)	0
parent(robb_stark, Z12)	parent(robb_stark, joanna_lannister)	0
parent(rhaegar_targaryen, Z12)	parent(rhaegar_targaryen, oberyn_martell)	0
ancestor(margaery_tyrell, Z)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(maron_greyjoy, rickon_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(sansa_stark, Z12)	parent(sansa_stark, doran_martell)	0
parent(mace_tyrell, Z6)	parent(mace_tyrell, elia_martell)	0
parent(benjen_stark, Z4)	parent(benjen_stark, unknown_mother_martell)	0
ancestor(aerys_targaryen, duncan_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(stannis_baratheon, Z2)	parent(stannis_baratheon, kevan_lannister)	0
ancestor(tywin_lannister, rhaenys_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(daeron_targaryen, tytos_lannister)	parent(daeron_targaryen, tytos_lannister)	0
parent(cersei_lannister, Z9)	parent(cersei_lannister, tywin_lannister)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, olenna_tyrell)	0
parent(eddard_stark, Z11)	parent(eddard_stark, elia_martell)	0
parent(benjen_stark, Z3)	parent(benjen_stark, alannys_harlaw)	0
parent(theon_greyjoy, Z4)	parent(theon_greyjoy, alerie_hightower)	0
parent(yara_greyjoy, Z4)	parent(yara_greyjoy, kevan_lannister)	0
parent(aerys_targaryen, Z3)	parent(aerys_targaryen, aerys_targaryen)	0
parent(aegon_targaryen, Z11)	parent(aegon_targaryen, unknown_mother_targaryen)	0
female(X0)	female(willem_lannister)	0
parent(joffery_lannister, Z3)	parent(joffery_lannister, tywin_lannister)	0
parent(benjen_stark, Z3)	parent(benjen_stark, oberyn_martell)	0
ancestor(tommen_lannister, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(unknown_mother_greyjoy, Z0)	parent(unknown_mother_greyjoy, steffon_baratheon)	0
ancestor(rodrick_greyjoy, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(yara_greyjoy, Z8)	parent(yara_greyjoy, unknown_mother_lannister)	0
ancestor(balon_greyjoy, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(doran_martell, Z11)	parent(doran_martell, robert_baratheon)	0
parent(jaime_lannister, cassana_estermont)	parent(jaime_lannister, cassana_estermont)	0
parent(euron_greyjoy, Z8)	parent(euron_greyjoy, steffon_baratheon)	0
parent(duncan_targaryen, Z4)	parent(duncan_targaryen, aerys_targaryen)	0
parent(bran_stark, Z11)	parent(bran_stark, rhaella_targaryen)	0
ancestor(maron_greyjoy, X)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(aeron_greyjoy, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(jaime_lannister, Z2)	parent(jaime_lannister, alerie_hightower)	0
parent(Z2, Z3)	parent(Z2, alannys_harlaw)	0
ancestor(rhaenys_targaryen, tommen_lannister)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(theon_greyjoy, rhaenys_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(lancel_lannister, Z11)	parent(lancel_lannister, selyse_baratheon)	0
parent(maron_greyjoy, Z3)	parent(maron_greyjoy, selyse_baratheon)	0
parent(joffery_lannister, Z4)	parent(joffery_lannister, alannys_harlaw)	0
parent(aerys_targaryen, Z11)	parent(aerys_targaryen, stannis_baratheon)	0
parent(loras_tyrell, unknown_mother_stark)	parent(loras_tyrell, unknown_mother_stark)	0
parent(_EX4, lewyn_martell)	parent(_EX4, lewyn_martell)	0
parent(Y0, X0)	parent(Y, tytos_lannister)	0
parent(bran_stark, Z4)	parent(bran_stark, jaime_lannister)	0
parent(cersei_lannister, Z3)	parent(cersei_lannister, aegon_v_targaryen)	0
parent(jon_snow, Z12)	parent(jon_snow, unknown_mother_stark)	0
parent(sarella_sand, Z3)	parent(sarella_sand, unknown_mother_lannister)	0
parent(four_unknown_martells, Z12)	parent(four_unknown_martells, olenna_tyrell)	0
parent(ella_martell, Z10)	parent(ella_martell, unknown_mother_sand_3)	0
parent(euron_greyjoy, Z9)	parent(euron_greyjoy, oberyn_martell)	0
ancestor(mace_tyrell, aegon_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(obara_sand, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, unknown_mother_greyjoy)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, alannys_harlaw)	0
parent(benjen_stark, Z11)	parent(benjen_stark, jaime_lannister)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, unknown_mother_sand_3)	0
parent(lyanna_stark, Z12)	parent(lyanna_stark, rickard_stark)	0
parent(mace_tyrell, Z3)	parent(mace_tyrell, robert_baratheon)	0
parent(gendry, Z4)	parent(gendry, tywin_lannister)	0
ancestor(jaime_lannister, arya_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(jaime_lannister, Z3)	parent(jaime_lannister, mellario_of_norvos)	0
parent(mace_tyrell, Z2)	parent(mace_tyrell, doran_martell)	0
parent(theon_greyjoy, Z4)	parent(theon_greyjoy, alannys_harlaw)	0
parent(gendry, Z3)	parent(gendry, stannis_baratheon)	0
parent(bran_stark, Z5)	parent(bran_stark, cersei_lannister)	0
parent(sarella_sand, Z12)	parent(sarella_sand, cassana_estermont)	0
ancestor(shireen_baratheon, lancel_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(aeron_greyjoy, Z12)	parent(aeron_greyjoy, joanna_lannister)	0
parent(viserys_targaryen, Z4)	parent(viserys_targaryen, rhaegar_targaryen)	0
parent(benjen_stark, Z10)	parent(benjen_stark, mellario_of_norvos)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, eddard_stark)	0
parent(aegon_targaryen, Z3)	parent(aegon_targaryen, balon_greyjoy)	0
ancestor(balon_greyjoy, sansa_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(tyrion_lannister, Z10)	parent(tyrion_lannister, rickard_stark)	0
parent(tyene_sand, Z3)	parent(tyene_sand, unknown_mother_lannister)	0
parent(mace_tyrell, Z3)	parent(mace_tyrell, unknown_mother_sand_2)	0
parent(euron_greyjoy, Z2)	parent(euron_greyjoy, unknown_mother_stark)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, selyse_baratheon)	0
parent(Z3, Z4)	parent(Z3, rickard_stark)	0
parent(renly_baratheon, Z12)	parent(renly_baratheon, unknown_father_greyjoy)	0
ancestor(viserys_targaryen, _EX3)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(sarella_sand, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(shireen_baratheon, Z11)	parent(shireen_baratheon, selyse_baratheon)	0
parent(rodrick_greyjoy, Z8)	parent(rodrick_greyjoy, mace_tyrell)	0
parent(ella_martell, Z11)	parent(ella_martell, ellaria_sand)	0
parent(stannis_baratheon, Z2)	parent(stannis_baratheon, tytos_lannister)	0
parent(doran_martell, Z2)	parent(doran_martell, unknown_mother_stark)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, unknown_mother_greyjoy)	0
parent(aegon_targaryen, Z3)	parent(aegon_targaryen, aegon_v_targaryen)	0
parent(robb_stark, Z4)	parent(robb_stark, steffon_baratheon)	0
parent(tyrion_lannister, Z11)	parent(tyrion_lannister, mace_tyrell)	0
parent(mace_tyrell, Z12)	parent(mace_tyrell, alerie_hightower)	0
parent(shireen_baratheon, Z10)	parent(shireen_baratheon, doran_martell)	0
ancestor(joffery_lannister, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(aeron_greyjoy, arya_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(four_unknown_martells, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(yara_greyjoy, Z12)	parent(yara_greyjoy, alannys_harlaw)	0
parent(kevan_lannister, Z8)	parent(kevan_lannister, ellaria_sand)	0
parent(yara_greyjoy, Z7)	parent(yara_greyjoy, joanna_lannister)	0
parent(tyene_sand, Z3)	parent(tyene_sand, unknown_mother_martell)	0
parent(willem_lannister, Z11)	parent(willem_lannister, unknown_mother_lannister)	0
ancestor(kevan_lannister, robert_baratheon)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, Z6)	parent(joffery_lannister, oberyn_martell)	0
parent(brandon_stark, Z3)	parent(brandon_stark, selyse_baratheon)	0
